A,B,c,D,E,outcome
1.9790067543094378,-35.2919830579824,0.5214570082632287,-0.463676328414329,-0.12848511218524217,0
9.517352140825052,-30.414816567733467,2.069047619536246,2.074441965576581,-4.514808219351561,0
-30.045410247648384,42.049447642586685,6.145477571231459,0.3459460552769686,1.6030648329941466,1
-39.33598172708976,21.846115837659454,2.345316550574032,-0.8200143492121669,2.5050576637599096,0
-51.97065280908072,-8.012554679162623,-1.1799798802381891,-2.47322298383762,-0.48630967299761124,1
-42.62588389631417,-5.22764250482872,-5.162499752788952,-3.6075160796771373,1.8233248285950143,1
-36.90166794022709,-38.69340865997416,2.418917026178124,1.1909202082067758,0.2832501748222182,1
-6.64679511614842,-81.8772036125204,3.5951117869427516,5.729950565958464,0.33024270727379323,0
20.830978030428525,-32.34793305108092,0.31779509204524464,3.5231042616572417,-2.553004197157424,1
-82.60902336722641,55.25422010490967,-4.8787194772731475,-4.804593778505207,-1.6418822144454002,1
13.196962352742315,34.17396653175387,19.09644651391068,-9.727315438896111,-4.93655345039214,0
-26.393338339929215,-41.59962144556066,4.126106189668856,-1.7947714071413634,-1.7878344428395356,0
-87.57355382153827,36.97210861573286,-6.179163421780562,-10.29949031513093,2.335076505229007,1
-42.0732729359446,-15.020683673078672,-3.322080720203147,11.853741490834347,0.06422195017650881,1
-119.49175599717205,88.02536358746585,-9.63710477044071,-22.38595045960552,3.2378615524484595,0
23.789576942395847,-34.14063706297359,10.241142940373285,1.9862580889653814,-4.262738643648266,0
15.642557651091257,128.10687268008564,28.164632308799167,30.69439333142738,8.91844483446226,1
-31.70616315383007,-44.811188493625714,2.9103054205950154,-1.916005786064392,0.7551550489345255,0
-72.37930713458125,29.912816005990756,-5.9637534684590205,-4.513285080959455,0.37429918098068926,0
41.091623091430456,26.026602789999842,-18.75795653803679,9.163137656608477,-0.39210223573472125,1
-0.652799934428,2.6107347169046924,10.78725496937093,-3.5732174575656583,-5.298218634257506,0
121.37543841594079,14.562595357884929,-25.086098239985432,-2.365170393546201,-2.6374326294988664,1
-49.3949704411692,-32.66826728005365,-0.7318701516917503,0.6313681730071754,4.327223019570342,1
35.181193593668944,-47.06754027098008,-1.9042021074145075,-0.588081709319659,2.1761477260062922,0
86.16320592514202,-32.781810437157674,-35.71042762631245,-2.792074114936043,2.2122166487521473,1
12.570389361650038,-2.0809111198672245,-0.5196652521156291,12.682787507709772,4.517997576517165,1
-4.6882601937892705,36.582951536640245,14.675118662455903,2.827072178941167,1.662318990552205,0
162.70693236176382,188.43718365671776,-50.12858384106782,25.175704699539033,5.250423819386242,1
-35.70738358869338,2.085189152722127,0.8556939917248529,-0.02172273537982363,0.282566010459121,0
-101.6267880220311,66.1170603433264,-8.30162038389735,19.936376170654256,-3.2316842873536182,1
-7.044449976448524,-66.00810458644669,-7.42662064128211,1.353551882893752,2.872215771052859,0
-53.698735571105296,-18.334512928811794,-2.3142906224004136,-5.525032760157855,2.2340835176573015,1
71.74931007292246,154.62899000867225,-26.052121111306146,28.658732352119003,-1.6445768017345206,1
143.0465730506098,10.264883416497026,-25.771052405236585,-6.729469187706701,2.2012213696257037,0
-57.3141291048722,31.125035397163405,-1.4376001794434055,3.6388247753872505,-2.2699131024699444,1
-49.79735966104326,-41.34779845197763,-1.9441036415795738,-1.5974131946551635,3.0313468168739086,0
18.655924160260458,-76.55092053184121,-7.513094024353739,1.8626403326011145,2.014489116408614,1
-70.08508767922572,40.82833001644763,-3.648116284149871,1.3776389228023012,-0.5815378796138525,1
-29.79356253793265,0.22655558902681655,1.5574329492051935,-3.596772700096065,-1.6715999688012195,0
7.031294761275195,-49.489828979892366,6.6904358742056065,3.2707194884232123,-1.822995988398863,1
-80.74125821822348,53.30771418390129,-6.391504214064359,-4.607848206136,-0.09681940567036006,1
40.88932874768415,-55.68130960180557,10.705586253519733,0.7169331970581048,-0.26923502403409966,0
87.57103708309111,67.90649761047338,-18.94841386657037,-10.090056050301447,6.545827172498022,1
-30.77493490069771,-80.57519792027232,0.8493649629590206,6.003217413549957,3.090357903719528,0
45.23184945623189,-55.69679288458944,-4.901987759719902,-1.5916645151333852,-0.9257449484935845,0
-38.05021223423038,-24.819173420406898,1.4858881226660239,1.0831216700286794,-1.1628365615508087,1
-48.03095391656092,40.739447005802035,1.8089647669251365,-6.632413047756597,-0.37667983961104945,1
6.880278328173177,-69.2244367182041,5.212776633302819,1.0626343018610958,-1.445194418271397,0
15.52473061907104,21.05773761983565,21.996013741542246,-5.9920917056580185,-18.59056047379037,1
33.52843412442049,-36.3567255007411,15.86742887435137,0.23343346856157682,-4.593014255969094,0
-36.39980245564915,-58.982694484158145,-0.5087122895333653,3.462114735622699,2.352165061871893,0
-55.41570822844717,-33.36803612518113,-2.745808473573704,-8.098528899358275,4.169241195588508,1
-9.011860255260036,-51.316059101780105,2.8644518629490725,3.1967702419531983,0.667213606376321,0
23.070017599222002,-47.83575676476918,4.178358456202978,-0.40490447284827247,-3.6859322735517757,0
-45.00426432757051,-0.09457335834216558,0.8848727110387391,2.4848699797230798,-1.7352169137086966,1
-69.45311005018398,96.21863975188012,3.9959096052358545,22.368122155645203,0.8311148121042209,1
24.42735727016639,-31.664794507121066,-0.20885268150792746,3.813461189550264,-4.090826033723709,1
77.34288390774358,-10.87371803046802,10.997525347729738,-4.047320682258779,-12.385585260747234,0
-67.51758533915233,-3.6509624787106847,-2.7611297363673564,8.113172508714394,1.784622913594221,1
135.2118081998246,2.812512573605159,15.232814233340482,-7.100454477167512,-15.36447931299078,1
-9.476179594063025,-20.91699601303965,3.6238902960399515,1.2517191799141318,-3.3043600873467045,1
44.001907967653935,-7.292714480144003,2.741655686588148,-3.195759210887562,-3.798820514384735,0
27.511752537834028,-30.882031603452074,1.5876039524919505,-0.11474006028235409,0.5027625488328553,1
